nom du fichier de données,nom du dossier des requêtes ,nombre de triplets RDF,nombre de requêtes, temps de lecture des données (ms), temps de lecture des requêtes (ms),temps création dico (ms),nombre d'index,temps de création des index (ms), temps total d'évaluation du workload (ms), Temps exec total(ms)
C:\Users\Rakks\Desktop\Projet_NoSQL_DabachilRakkaoui\qengine-master\data\100K.nt,C:\Users\Rakks\Desktop\Projet_NoSQL_DabachilRakkaoui\qengine-master\data\STAR_ALL_workload.queryset,107338,1206,1,6,642,6,398,181,1230,
